# generated by testdata/gen -- do not edit; run `make testdata`
# id	outcome	result	a
000199	ok	0	0000000f,00000000,00000000,00110000
000200	ok	0	00000019,00000000,00000000,00110000
000201	ok	0	00000005,00000000,00000000,00120000
000202	ok	0	00000005,00000000,00000000,80120000
000203	ok	0	0000000f,00000000,00000000,00120000
000204	ok	0	00000019,00000000,00000000,00120000
000205	ok	0	00000005,00000000,00000000,00130000
000206	ok	0	00000005,00000000,00000000,80130000
000207	ok	0	0000000f,00000000,00000000,00130000
000208	ok	0	00000019,00000000,00000000,00130000
000209	ok	0	00000005,00000000,00000000,00140000
000210	ok	0	00000005,00000000,00000000,80140000
000211	ok	0	0000000f,00000000,00000000,00140000
000212	ok	0	00000019,00000000,00000000,00140000
000213	ok	0	00000005,00000000,00000000,00150000
000214	ok	0	00000005,00000000,00000000,80150000
000215	ok	0	0000000f,00000000,00000000,00150000
000216	ok	0	00000019,00000000,00000000,00150000
000217	ok	0	00000005,00000000,00000000,00160000
000218	ok	0	00000005,00000000,00000000,80160000
000219	ok	0	0000000f,00000000,00000000,00160000
000220	ok	0	00000019,00000000,00000000,00160000
000221	ok	0	00000005,00000000,00000000,00170000
000222	ok	0	00000005,00000000,00000000,80170000
000223	ok	0	0000000f,00000000,00000000,00170000
000224	ok	0	00000019,00000000,00000000,00170000
000225	ok	0	00000005,00000000,00000000,00180000
000226	ok	0	00000005,00000000,00000000,80180000
000227	ok	0	0000000f,00000000,00000000,00180000
000228	ok	0	00000019,00000000,00000000,00180000
000229	ok	0	00000005,00000000,00000000,00190000
000230	ok	0	00000005,00000000,00000000,80190000
000231	ok	0	0000000f,00000000,00000000,00190000
000232	ok	0	00000019,00000000,00000000,00190000
000233	ok	0	00000005,00000000,00000000,001a0000
000234	ok	0	00000005,00000000,00000000,801a0000
000235	ok	0	0000000f,00000000,00000000,001a0000
000236	ok	0	00000019,00000000,00000000,001a0000
000237	ok	0	00000005,00000000,00000000,001b0000
000238	ok	0	00000005,00000000,00000000,801b0000
000239	ok	0	0000000f,00000000,00000000,001b0000
000240	ok	0	00000019,00000000,00000000,001b0000
000241	ok	0	00000005,00000000,00000000,001c0000
000242	ok	0	00000005,00000000,00000000,801c0000
000243	ok	0	0000000f,00000000,00000000,001c0000
000244	ok	0	00000019,00000000,00000000,001c0000
000245	overflow	-	08fb7621,00000000,35e9f806,00090000
000246	ok	0	66212ef9,dd6042fe,00000000,00180000
000247	ok	0	45b89e81,611700b9,00000000,001c0000
000248	ok	0	015aeb48,00000000,00000000,000b0000
000249	ok	-16494	6183e6f9,e4e894fd,00000000,800f0000
000250	overflow	-	c70094fc,c84d995e,e57310e1,80080000
000251	ok	1145017	443f9405,00000000,00000000,00030000
000252	overflow	-	872a1c8a,57509ccc,00000000,80070000
000253	overflow	-	75129816,e6f783a6,00000000,00030000
000254	ok	-215297	8053b8f6,00000000,00000000,80040000
000255	overflow	-	fcd3411d,805d8dd7,aa940f8f,000b0000
000256	ok	16	8940d717,e2d32408,00000000,00120000
000257	ok	-990636	3b0be85c,00000000,00000000,80030000
000258	overflow	-	2c2515bf,6869cabd,00000000,80040000
000259	ok	0	ce888686,27fedf67,00000000,00190000
000260	overflow	-	a3f2d6eb,00000000,d6cdcc22,80130000
000261	overflow	-	7ecb3662,bbe18c10,00000000,00050000
000262	ok	0	e04b6105,294c55d8,00000000,00160000
000263	ok	2692	100cace6,00000000,00000000,00050000
000264	ok	0	dfd12d6e,60d743d5,00000000,00180000
000265	overflow	-	50b0692c,7d1af3d0,d0970c26,800c0000
000266	ok	0	a0c8ae79,00000000,00000000,800b0000
000267	ok	25	02b178c8,23b212fb,00000000,00110000
000268	ok	153252180	2b5b801f,d4ae1ca6,00000000,000b0000
000269	ok	0	a225d728,00000000,00000000,801b0000
000270	overflow	-	2e0a343b,79abe252,54aace2e,000e0000
000271	ok	0	56a11c67,fa0f1d4d,00000000,80140000
000272	ok	0	f28e3ece,00000000,00000000,00150000
000273	ok	0	f61303a4,8bd652dd,00000000,00150000
000274	overflow	-	0cc11fa6,7fb2559c,00000000,80030000
000275	overflow	-	65a2e8c3,00000000,94b8575f,80070000
000276	ok	25739	7d2d0c61,23b89712,00000000,000e0000
000277	overflow	-	fe3816e1,2d1f1183,00000000,80090000
000278	ok	0	375ca591,00000000,00000000,800d0000
000279	overflow	-	a3fd9f10,5007bbd2,00000000,80070000
000280	ok	3530	105300c5,abeb582f,721211f0,00190000
000281	ok	0	b0a89e68,00000000,00000000,000d0000
000282	ok	-1	6d3e0722,8c0f4f6e,00000000,80130000
000283	ok	473	ba021c11,00a83e1c,00000000,000e0000
000284	ok	1	54855cd7,00000000,00000000,00090000
000285	overflow	-	6d77359f,214ead32,bd1c5dd3,00010000
000286	overflow	-	a52a2c73,2f92fd2a,00000000,80010000
000287	ok	37346	de9aebab,00000000,00000000,00050000
000288	overflow	-	a5929c87,adbfcf5d,00000000,80020000
000289	ok	1302544301	20468343,b4c3ab69,00000000,000a0000
000290	overflow	-	a296a471,00000000,b94b565d,80110000
000291	ok	75378	b908582b,689bafa5,00000000,000e0000
000292	ok	0	002cad72,dd0e5f25,00000000,00160000
000293	ok	-20572	7a9f9568,00000000,00000000,80050000
000294	ok	0	6de223d8,b2ce290e,00000000,001c0000
000295	overflow	-	e5a14987,99f3dae4,0c25a7a5,000b0000
000296	ok	-123	49dd322e,00000000,00000000,80070000
000297	ok	159062519	7b9a110d,dcbe5be5,00000000,000b0000
000298	ok	0	00d3327c,5a917cf4,00000000,00130000
000299	ok	2041495	79aec19d,00000000,00000000,00030000
000300	ok	-2206846	c41f9938,04b47ded,474e9a46,80160000
000301	overflow	-	aa1697a6,2f345712,00000000,00040000
000302	ok	0	6b8ed5eb,00000000,00000000,00190000
000303	overflow	-	00851118,256664fe,00000000,00000000
000304	ok	5276550	945bdccb,493a126d,00000000,000c0000
000305	overflow	-	e7db7869,00000000,274cd9e5,00100000
000306	ok	-14705555	d13737b3,14687679,00000000,800b0000
000307	ok	74719938	b7719253,67b1dad3,00000000,000b0000
000308	ok	0	7f4ba539,00000000,00000000,80110000
000309	overflow	-	2fccd6ef,90a51289,00000000,80030000
000310	overflow	-	76e49d9a,a60df9fe,277bf84a,80050000
000311	ok	0	2365b4da,00000000,00000000,00120000
000312	ok	-75	7fd073ce,0a800e2d,00000000,80100000
000313	overflow	-	f9241fd4,b16635cb,00000000,00010000
000314	ok	0	cfc769ea,00000000,00000000,00150000
000315	overflow	-	2c06e8ab,2e66f7c8,29c7b521,00100000
000316	ok	0	81840d60,e1871171,00000000,00190000
000317	ok	0	ed45111e,00000000,00000000,80180000
000318	ok	5784	d8eb8279,50462ec7,00000000,000f0000
000319	overflow	-	9a65c738,7fcf0eb0,00000000,80010000
000320	overflow	-	04ae1e2b,00000000,b2d41821,00080000
000321	ok	0	47bbaddf,f74ab839,00000000,00170000
000322	overflow	-	299b25d9,40f88f98,00000000,00020000
000323	ok	-58	22c89097,00000000,00000000,80070000
000324	ok	7	67d75619,6d181bd4,00000000,00120000
000325	ok	0	882045f2,6090e0b2,0145403b,001b0000
000326	ok	0	afb6994a,00000000,00000000,00180000
000327	ok	-4907059	731f53a8,4419608d,00000000,800c0000
000328	overflow	-	a1e56762,b10f2049,00000000,80010000
000329	ok	0	1e988d8a,00000000,00000000,000a0000
000330	ok	-6	cf47316e,6bc1c0c3,c60c8fff,801c0000
000331	ok	18	3edfa3b5,fd5c456b,00000000,00120000
000332	ok	0	191d2ae2,00000000,00000000,00110000
000333	overflow	-	5a853ac2,1f508d31,00000000,00020000
000334	overflow	-	46369197,4f8ca8c3,00000000,00030000
000335	ok	-114850705	97bf5b37,00000000,03b605d4,80130000
000336	ok	0	d4c85835,4ceef24f,00000000,801a0000
000337	overflow	-	48c45563,49b97965,00000000,00090000
000338	ok	0	9ce983b3,00000000,00000000,001b0000
000339	overflow	-	a2d7f60d,fe0c5cc5,00000000,80000000
000340	ok	31	3cd1f2fb,59b17ca0,65006abd,001b0000
000341	ok	0	8a6e905f,00000000,00000000,80170000
000342	ok	-12756661	b68e8c9a,b108c407,00000000,800c0000
000343	overflow	-	e890f863,a8fe9189,00000000,00090000
000344	ok	-41	18959691,00000000,00000000,80070000
000345	overflow	-	93900e6a,5789473d,bfec10fc,800a0000
000346	ok	0	702fb1a0,6c57082d,00000000,00150000
000347	ok	0	6f41b386,00000000,00000000,000a0000
000348	ok	372	b5e8b74f,33bb234a,00000000,00100000
000349	ok	8360205	391669f4,74056a71,00000000,000c0000
000350	overflow	-	966a33c6,00000000,010087a2,80110000
000351	ok	-1560422	e11edfc6,15a7bc0b,00000000,800c0000
000352	ok	0	df8ba520,61a21214,00000000,80130000
000353	ok	1914813	7221bae7,00000000,00000000,00030000
000354	ok	359025	cfde81e0,31d32238,00000000,000d0000
000355	overflow	-	b46be033,93d49b91,cd5fc1b0,00020000
000356	ok	0	dc117d1c,00000000,00000000,800f0000
000357	ok	0	15ccc54a,77b3152f,00000000,80150000
000358	ok	0	d3f05d6b,525876dd,00000000,001c0000
000359	ok	-2528327	96b3365c,00000000,00000000,80030000
000360	overflow	-	c559da2c,9f7bb389,36a47d5f,00040000
000361	ok	-3636091	7d154014,3275fdaf,00000000,800c0000
000362	overflow	-	b16e85cb,00000000,00000000,80000000
000363	ok	-1703945699	9ead7a20,ec784fda,00000000,800a0000
000364	ok	0	73dc518e,aec9b893,00000000,001a0000
000365	overflow	-	6861ced2,00000000,41ce1518,00100000
000366	ok	-5126993	943e1d64,4726bd0c,00000000,800c0000
000367	ok	-2	63c16414,1c2ee99b,00000000,80120000
000368	ok	-2	87fb0d53,00000000,00000000,80090000
000369	ok	-5391	a1310f5d,4ad356be,00000000,800f0000
000370	ok	1	38d387c3,2a1c1a81,31aa1dd2,001c0000
000371	ok	40854	f3837e00,00000000,00000000,00050000
000372	overflow	-	e38eab4f,2d2fc36c,00000000,80020000
000373	ok	0	94768a22,b900aeae,00000000,80160000
000374	ok	-21762	0cf8c03f,00000000,00000000,80040000
000375	ok	-33851987	ec5028d2,61c0fa16,6d61b52f,80150000
000376	ok	0	705e48d9,dfc16262,00000000,801c0000
000377	ok	0	aeb77681,00000000,00000000,80140000
000378	ok	13274	57189a62,b8397a44,00000000,000f0000
000379	overflow	-	802e29fc,c9a93fc6,00000000,80070000
000380	overflow	-	fc555251,00000000,d46e2cf7,000a0000
000381	overflow	-	d777b21a,3040b9de,00000000,80020000
000382	ok	-16041726	a9862658,de9fa8e6,00000000,800c0000
000383	ok	314056791	bb314368,00000000,00000000,00010000
000384	ok	-314491984	d6824d87,2ba4fff0,00000000,800a0000
000385	overflow	-	a443e376,381510d8,23412553,80070000
000386	ok	0	7993ff0d,00000000,00000000,000a0000
000387	ok	-154108146	e2332474,d5de3642,00000000,800b0000
000388	ok	-1	417cf478,982bf50c,00000000,80130000
000389	ok	0	a2127ae5,00000000,00000000,800f0000
000390	ok	-3393402	f869e17d,a2dc27a6,6da59101,80160000
000391	ok	50503	75f072c2,46166cef,00000000,000e0000
000392	ok	0	b3305b47,00000000,00000000,000d0000
000393	overflow	-	7e957b16,087472e7,00000000,80060000
000394	overflow	-	c5c3eb6c,8f4772e5,00000000,80020000
000395	ok	296660	a21b3aff,00000000,5fdb3568,00170000
000396	ok	-1315302	e8284d49,b688f2db,00000000,800d0000
000397	overflow	-	ccdd5bfc,e7a77979,00000000,00070000
000398	ok	-1822330	6c9e8d83,00000000,00000000,80030000
000399	ok	1321356	059f3a19,b76001de,00000000,000d0000
000400	ok	5694	89adbee7,5f4328bc,b7fbcd4b,00190000
000401	ok	0	ae94087f,00000000,00000000,00100000
000402	ok	49165424	d51e409b,443b114b,00000000,000b0000
000403	overflow	-	4d47f7ad,cb227a08,00000000,00080000
000404	ok	0	35af5cc6,00000000,00000000,00140000
