# generated by testdata/gen -- do not edit; run `make testdata`
# id	outcome	result	a	b
000085	ok	00000000,00000000,00000000,80010000	00000000,00000000,00000000,80000000	00000024,00000000,00000000,00010000
000086	ok	00000000,00000000,00000000,80060000	00000000,00000000,00000000,80000000	00bc614e,00000000,00000000,00060000
000087	ok	00000000,00000000,00000000,80040000	00000000,00000000,00000000,80000000	0000000c,00000000,00000000,00040000
000088	ok	00000000,00000000,00000000,00060000	00000000,00000000,00000000,80000000	000004d2,00000000,00000000,80060000
000089	ok	00000000,00000000,00000000,00060000	00000000,00000000,00000000,80000000	0000000c,00000000,00000000,80060000
000090	ok	00000000,00000000,00000000,80040000	00000000,00000000,00000000,80000000	499602d2,00000000,00000000,00040000
000091	ok	00000000,00000000,00000000,00040000	00000000,00000000,00000000,80000000	499602d4,00000000,00000000,80040000
000092	ok	00000000,00000000,00000000,80050000	00000000,00000000,00000000,80000000	075bcd15,00000000,00000000,00050000
000093	ok	00000000,00000000,00000000,00000000	00000000,00000000,00000000,80000000	c56536c8,000029c7,00000000,00000000
000094	ok	00000000,00000000,00000000,80000000	00000000,00000000,00000000,80000000	029f31fd,00000000,00000000,00000000
000095	ok	00000000,00000000,00000000,00000000	00000001,00000000,00000000,00000000	00000000,00000000,00000000,00000000
000096	ok	00000000,00000000,00000000,80000000	00000001,00000000,00000000,00000000	00000000,00000000,00000000,80000000
000097	ok	00000001,00000000,00000000,00000000	00000001,00000000,00000000,00000000	00000001,00000000,00000000,00000000
000098	ok	00000001,00000000,00000000,80000000	00000001,00000000,00000000,00000000	00000001,00000000,00000000,80000000
000099	ok	00000002,00000000,00000000,00000000	00000001,00000000,00000000,00000000	00000002,00000000,00000000,00000000
000100	ok	00000002,00000000,00000000,80000000	00000001,00000000,00000000,00000000	00000002,00000000,00000000,80000000
000101	ok	0000000a,00000000,00000000,00000000	00000001,00000000,00000000,00000000	0000000a,00000000,00000000,00000000
000102	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00000000	00000001,00000000,00000000,00010000
000103	ok	0000000b,00000000,00000000,00020000	00000001,00000000,00000000,00000000	0000000b,00000000,00000000,00020000
000104	ok	0000000a,00000000,00000000,00010000	00000001,00000000,00000000,00000000	0000000a,00000000,00000000,00010000
000105	ok	00000064,00000000,00000000,00020000	00000001,00000000,00000000,00000000	00000064,00000000,00000000,00020000
000106	ok	00002710,00000000,00000000,00040000	00000001,00000000,00000000,00000000	00002710,00000000,00000000,00040000
000107	ok	00000005,00000000,00000000,00010000	00000001,00000000,00000000,00000000	00000005,00000000,00000000,00010000
000108	ok	00000019,00000000,00000000,00010000	00000001,00000000,00000000,00000000	00000019,00000000,00000000,00010000
000109	ok	000000e1,00000000,00000000,00020000	00000001,00000000,00000000,00000000	000000e1,00000000,00000000,00020000
000110	ok	00000005,00000000,00000000,80010000	00000001,00000000,00000000,00000000	00000005,00000000,00000000,80010000
000111	ok	00000019,00000000,00000000,80010000	00000001,00000000,00000000,00000000	00000019,00000000,00000000,80010000
000112	ok	ffffffff,ffffffff,ffffffff,00000000	00000001,00000000,00000000,00000000	ffffffff,ffffffff,ffffffff,00000000
000113	ok	ffffffff,ffffffff,ffffffff,80000000	00000001,00000000,00000000,00000000	ffffffff,ffffffff,ffffffff,80000000
000114	ok	00000001,00000000,00000000,001c0000	00000001,00000000,00000000,00000000	00000001,00000000,00000000,001c0000
000115	ok	00000001,00000000,00000000,801c0000	00000001,00000000,00000000,00000000	00000001,00000000,00000000,801c0000
000116	ok	038e38e3,593f628d,b3827a7d,001c0000	00000001,00000000,00000000,00000000	038e38e3,593f628d,b3827a7d,001c0000
000117	ok	fffffffe,ffffffff,ffffffff,00000000	00000001,00000000,00000000,00000000	fffffffe,ffffffff,ffffffff,00000000
000118	ok	6fba1e6c,fe0145d0,5983a27b,00030000	00000001,00000000,00000000,00000000	6fba1e6c,fe0145d0,5983a27b,00030000
000119	ok	e9da2a3a,cf62ba73,6785aac3,80160000	00000001,00000000,00000000,00000000	e9da2a3a,cf62ba73,6785aac3,80160000
000120	ok	e91a115e,1d553718,0190e897,80040000	00000001,00000000,00000000,00000000	e91a115e,1d553718,0190e897,80040000
000121	ok	1b04adac,255426f9,0fa915e7,80050000	00000001,00000000,00000000,00000000	1b04adac,255426f9,0fa915e7,80050000
000122	ok	ffffffff,00000000,00000000,00000000	00000001,00000000,00000000,00000000	ffffffff,00000000,00000000,00000000
000123	ok	00000000,00000001,00000000,00000000	00000001,00000000,00000000,00000000	00000000,00000001,00000000,00000000
000124	ok	ffffffff,ffffffff,00000000,00000000	00000001,00000000,00000000,00000000	ffffffff,ffffffff,00000000,00000000
000125	ok	00000000,00000000,00000001,00000000	00000001,00000000,00000000,00000000	00000000,00000000,00000001,00000000
000126	ok	00000001,00000000,00000000,001c0000	00000001,00000000,00000000,00000000	00000001,00000000,00000000,001c0000
000127	ok	00000001,00000000,00000000,001c0000	00000001,00000000,00000000,00000000	00000001,00000000,00000000,001c0000
000128	ok	10000000,3e250261,204fce5e,00000000	00000001,00000000,00000000,00000000	10000000,3e250261,204fce5e,00000000
000129	ok	0d750612,e682c320,0103ddcf,001a0000	00000001,00000000,00000000,00000000	0d750612,e682c320,0103ddcf,001a0000
000130	ok	0000342c,00000000,00000000,80040000	00000001,00000000,00000000,00000000	0000342c,00000000,00000000,80040000
000131	ok	0000000d,00000000,00000000,00010000	00000001,00000000,00000000,00000000	0000000d,00000000,00000000,00010000
000132	ok	00000024,00000000,00000000,00010000	00000001,00000000,00000000,00000000	00000024,00000000,00000000,00010000
000133	ok	00bc614e,00000000,00000000,00060000	00000001,00000000,00000000,00000000	00bc614e,00000000,00000000,00060000
000134	ok	0000000c,00000000,00000000,00040000	00000001,00000000,00000000,00000000	0000000c,00000000,00000000,00040000
000135	ok	000004d2,00000000,00000000,80060000	00000001,00000000,00000000,00000000	000004d2,00000000,00000000,80060000
000136	ok	0000000c,00000000,00000000,80060000	00000001,00000000,00000000,00000000	0000000c,00000000,00000000,80060000
000137	ok	499602d2,00000000,00000000,00040000	00000001,00000000,00000000,00000000	499602d2,00000000,00000000,00040000
000138	ok	499602d4,00000000,00000000,80040000	00000001,00000000,00000000,00000000	499602d4,00000000,00000000,80040000
000139	ok	075bcd15,00000000,00000000,00050000	00000001,00000000,00000000,00000000	075bcd15,00000000,00000000,00050000
000140	ok	c56536c8,000029c7,00000000,00000000	00000001,00000000,00000000,00000000	c56536c8,000029c7,00000000,00000000
000141	ok	029f31fd,00000000,00000000,00000000	00000001,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000
000142	ok	00000000,00000000,00000000,80000000	00000001,00000000,00000000,80000000	00000000,00000000,00000000,00000000
000143	ok	00000000,00000000,00000000,00000000	00000001,00000000,00000000,80000000	00000000,00000000,00000000,80000000
000144	ok	00000001,00000000,00000000,80000000	00000001,00000000,00000000,80000000	00000001,00000000,00000000,00000000
000145	ok	00000001,00000000,00000000,00000000	00000001,00000000,00000000,80000000	00000001,00000000,00000000,80000000
000146	ok	00000002,00000000,00000000,80000000	00000001,00000000,00000000,80000000	00000002,00000000,00000000,00000000
000147	ok	00000002,00000000,00000000,00000000	00000001,00000000,00000000,80000000	00000002,00000000,00000000,80000000
000148	ok	0000000a,00000000,00000000,80000000	00000001,00000000,00000000,80000000	0000000a,00000000,00000000,00000000
000149	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80000000	00000001,00000000,00000000,00010000
000150	ok	0000000b,00000000,00000000,80020000	00000001,00000000,00000000,80000000	0000000b,00000000,00000000,00020000
000151	ok	0000000a,00000000,00000000,80010000	00000001,00000000,00000000,80000000	0000000a,00000000,00000000,00010000
000152	ok	00000064,00000000,00000000,80020000	00000001,00000000,00000000,80000000	00000064,00000000,00000000,00020000
000153	ok	00002710,00000000,00000000,80040000	00000001,00000000,00000000,80000000	00002710,00000000,00000000,00040000
000154	ok	00000005,00000000,00000000,80010000	00000001,00000000,00000000,80000000	00000005,00000000,00000000,00010000
000155	ok	00000019,00000000,00000000,80010000	00000001,00000000,00000000,80000000	00000019,00000000,00000000,00010000
000156	ok	000000e1,00000000,00000000,80020000	00000001,00000000,00000000,80000000	000000e1,00000000,00000000,00020000
000157	ok	00000005,00000000,00000000,00010000	00000001,00000000,00000000,80000000	00000005,00000000,00000000,80010000
000158	ok	00000019,00000000,00000000,00010000	00000001,00000000,00000000,80000000	00000019,00000000,00000000,80010000
000159	ok	ffffffff,ffffffff,ffffffff,80000000	00000001,00000000,00000000,80000000	ffffffff,ffffffff,ffffffff,00000000
000160	ok	ffffffff,ffffffff,ffffffff,00000000	00000001,00000000,00000000,80000000	ffffffff,ffffffff,ffffffff,80000000
000161	ok	00000001,00000000,00000000,801c0000	00000001,00000000,00000000,80000000	00000001,00000000,00000000,001c0000
000162	ok	00000001,00000000,00000000,001c0000	00000001,00000000,00000000,80000000	00000001,00000000,00000000,801c0000
000163	ok	038e38e3,593f628d,b3827a7d,801c0000	00000001,00000000,00000000,80000000	038e38e3,593f628d,b3827a7d,001c0000
000164	ok	fffffffe,ffffffff,ffffffff,80000000	00000001,00000000,00000000,80000000	fffffffe,ffffffff,ffffffff,00000000
000165	ok	6fba1e6c,fe0145d0,5983a27b,80030000	00000001,00000000,00000000,80000000	6fba1e6c,fe0145d0,5983a27b,00030000
000166	ok	e9da2a3a,cf62ba73,6785aac3,00160000	00000001,00000000,00000000,80000000	e9da2a3a,cf62ba73,6785aac3,80160000
000167	ok	e91a115e,1d553718,0190e897,00040000	00000001,00000000,00000000,80000000	e91a115e,1d553718,0190e897,80040000
000168	ok	1b04adac,255426f9,0fa915e7,00050000	00000001,00000000,00000000,80000000	1b04adac,255426f9,0fa915e7,80050000
000169	ok	ffffffff,00000000,00000000,80000000	00000001,00000000,00000000,80000000	ffffffff,00000000,00000000,00000000
000170	ok	00000000,00000001,00000000,80000000	00000001,00000000,00000000,80000000	00000000,00000001,00000000,00000000
000171	ok	ffffffff,ffffffff,00000000,80000000	00000001,00000000,00000000,80000000	ffffffff,ffffffff,00000000,00000000
000172	ok	00000000,00000000,00000001,80000000	00000001,00000000,00000000,80000000	00000000,00000000,00000001,00000000
000173	ok	00000001,00000000,00000000,801c0000	00000001,00000000,00000000,80000000	00000001,00000000,00000000,001c0000
000174	ok	00000001,00000000,00000000,801c0000	00000001,00000000,00000000,80000000	00000001,00000000,00000000,001c0000
000175	ok	10000000,3e250261,204fce5e,80000000	00000001,00000000,00000000,80000000	10000000,3e250261,204fce5e,00000000
000176	ok	0d750612,e682c320,0103ddcf,801a0000	00000001,00000000,00000000,80000000	0d750612,e682c320,0103ddcf,001a0000
000177	ok	0000342c,00000000,00000000,00040000	00000001,00000000,00000000,80000000	0000342c,00000000,00000000,80040000
000178	ok	0000000d,00000000,00000000,80010000	00000001,00000000,00000000,80000000	0000000d,00000000,00000000,00010000
000179	ok	00000024,00000000,00000000,80010000	00000001,00000000,00000000,80000000	00000024,00000000,00000000,00010000
000180	ok	00bc614e,00000000,00000000,80060000	00000001,00000000,00000000,80000000	00bc614e,00000000,00000000,00060000
000181	ok	0000000c,00000000,00000000,80040000	00000001,00000000,00000000,80000000	0000000c,00000000,00000000,00040000
000182	ok	000004d2,00000000,00000000,00060000	00000001,00000000,00000000,80000000	000004d2,00000000,00000000,80060000
000183	ok	0000000c,00000000,00000000,00060000	00000001,00000000,00000000,80000000	0000000c,00000000,00000000,80060000
000184	ok	499602d2,00000000,00000000,80040000	00000001,00000000,00000000,80000000	499602d2,00000000,00000000,00040000
000185	ok	499602d4,00000000,00000000,00040000	00000001,00000000,00000000,80000000	499602d4,00000000,00000000,80040000
000186	ok	075bcd15,00000000,00000000,80050000	00000001,00000000,00000000,80000000	075bcd15,00000000,00000000,00050000
000187	ok	c56536c8,000029c7,00000000,80000000	00000001,00000000,00000000,80000000	c56536c8,000029c7,00000000,00000000
000188	ok	029f31fd,00000000,00000000,80000000	00000001,00000000,00000000,80000000	029f31fd,00000000,00000000,00000000
000189	ok	00000000,00000000,00000000,00000000	00000002,00000000,00000000,00000000	00000000,00000000,00000000,00000000
000190	ok	00000000,00000000,00000000,80000000	00000002,00000000,00000000,00000000	00000000,00000000,00000000,80000000
000191	ok	00000002,00000000,00000000,00000000	00000002,00000000,00000000,00000000	00000001,00000000,00000000,00000000
000192	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,00000000	00000001,00000000,00000000,80000000
000193	ok	00000004,00000000,00000000,00000000	00000002,00000000,00000000,00000000	00000002,00000000,00000000,00000000
000194	ok	00000004,00000000,00000000,80000000	00000002,00000000,00000000,00000000	00000002,00000000,00000000,80000000
000195	ok	00000014,00000000,00000000,00000000	00000002,00000000,00000000,00000000	0000000a,00000000,00000000,00000000
000196	ok	00000002,00000000,00000000,00010000	00000002,00000000,00000000,00000000	00000001,00000000,00000000,00010000
000197	ok	00000016,00000000,00000000,00020000	00000002,00000000,00000000,00000000	0000000b,00000000,00000000,00020000
000198	ok	00000014,00000000,00000000,00010000	00000002,00000000,00000000,00000000	0000000a,00000000,00000000,00010000
000199	ok	000000c8,00000000,00000000,00020000	00000002,00000000,00000000,00000000	00000064,00000000,00000000,00020000
000200	ok	00004e20,00000000,00000000,00040000	00000002,00000000,00000000,00000000	00002710,00000000,00000000,00040000
000201	ok	0000000a,00000000,00000000,00010000	00000002,00000000,00000000,00000000	00000005,00000000,00000000,00010000
000202	ok	00000032,00000000,00000000,00010000	00000002,00000000,00000000,00000000	00000019,00000000,00000000,00010000
000203	ok	000001c2,00000000,00000000,00020000	00000002,00000000,00000000,00000000	000000e1,00000000,00000000,00020000
000204	ok	0000000a,00000000,00000000,80010000	00000002,00000000,00000000,00000000	00000005,00000000,00000000,80010000
000205	ok	00000032,00000000,00000000,80010000	00000002,00000000,00000000,00000000	00000019,00000000,00000000,80010000
000206	overflow	-	00000002,00000000,00000000,00000000	ffffffff,ffffffff,ffffffff,00000000
000207	overflow	-	00000002,00000000,00000000,00000000	ffffffff,ffffffff,ffffffff,80000000
000208	ok	00000002,00000000,00000000,001c0000	00000002,00000000,00000000,00000000	00000001,00000000,00000000,001c0000
000209	ok	00000002,00000000,00000000,801c0000	00000002,00000000,00000000,00000000	00000001,00000000,00000000,801c0000
000210	ok	671c71c7,450cad4f,23e6e54c,001b0000	00000002,00000000,00000000,00000000	038e38e3,593f628d,b3827a7d,001c0000
000211	overflow	-	00000002,00000000,00000000,00000000	fffffffe,ffffffff,ffffffff,00000000
000212	ok	df743cd8,fc028ba0,b30744f7,00030000	00000002,00000000,00000000,00000000	6fba1e6c,fe0145d0,5983a27b,00030000
000213	ok	d3b45474,9ec574e7,cf0b5587,80160000	00000002,00000000,00000000,00000000	e9da2a3a,cf62ba73,6785aac3,80160000
000214	ok	d23422bc,3aaa6e31,0321d12e,80040000	00000002,00000000,00000000,00000000	e91a115e,1d553718,0190e897,80040000
000215	ok	36095b58,4aa84df2,1f522bce,80050000	00000002,00000000,00000000,00000000	1b04adac,255426f9,0fa915e7,80050000
000216	ok	fffffffe,00000001,00000000,00000000	00000002,00000000,00000000,00000000	ffffffff,00000000,00000000,00000000
000217	ok	00000000,00000002,00000000,00000000	00000002,00000000,00000000,00000000	00000000,00000001,00000000,00000000
000218	ok	fffffffe,ffffffff,00000001,00000000	00000002,00000000,00000000,00000000	ffffffff,ffffffff,00000000,00000000
000219	ok	00000000,00000000,00000002,00000000	00000002,00000000,00000000,00000000	00000000,00000000,00000001,00000000
000220	ok	00000002,00000000,00000000,001c0000	00000002,00000000,00000000,00000000	00000001,00000000,00000000,001c0000
000221	ok	00000002,00000000,00000000,001c0000	00000002,00000000,00000000,00000000	00000001,00000000,00000000,001c0000
000222	ok	20000000,7c4a04c2,409f9cbc,00000000	00000002,00000000,00000000,00000000	10000000,3e250261,204fce5e,00000000
000223	ok	1aea0c24,cd058640,0207bb9f,001a0000	00000002,00000000,00000000,00000000	0d750612,e682c320,0103ddcf,001a0000
000224	ok	00006858,00000000,00000000,80040000	00000002,00000000,00000000,00000000	0000342c,00000000,00000000,80040000
000225	ok	0000001a,00000000,00000000,00010000	00000002,00000000,00000000,00000000	0000000d,00000000,00000000,00010000
000226	ok	00000048,00000000,00000000,00010000	00000002,00000000,00000000,00000000	00000024,00000000,00000000,00010000
000227	ok	0178c29c,00000000,00000000,00060000	00000002,00000000,00000000,00000000	00bc614e,00000000,00000000,00060000
000228	ok	00000018,00000000,00000000,00040000	00000002,00000000,00000000,00000000	0000000c,00000000,00000000,00040000
000229	ok	000009a4,00000000,00000000,80060000	00000002,00000000,00000000,00000000	000004d2,00000000,00000000,80060000
000230	ok	00000018,00000000,00000000,80060000	00000002,00000000,00000000,00000000	0000000c,00000000,00000000,80060000
000231	ok	932c05a4,00000000,00000000,00040000	00000002,00000000,00000000,00000000	499602d2,00000000,00000000,00040000
000232	ok	932c05a8,00000000,00000000,80040000	00000002,00000000,00000000,00000000	499602d4,00000000,00000000,80040000
000233	ok	0eb79a2a,00000000,00000000,00050000	00000002,00000000,00000000,00000000	075bcd15,00000000,00000000,00050000
000234	ok	8aca6d90,0000538f,00000000,00000000	00000002,00000000,00000000,00000000	c56536c8,000029c7,00000000,00000000
000235	ok	053e63fa,00000000,00000000,00000000	00000002,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000
000236	ok	00000000,00000000,00000000,80000000	00000002,00000000,00000000,80000000	00000000,00000000,00000000,00000000
000237	ok	00000000,00000000,00000000,00000000	00000002,00000000,00000000,80000000	00000000,00000000,00000000,80000000
000238	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	00000001,00000000,00000000,00000000
000239	ok	00000002,00000000,00000000,00000000	00000002,00000000,00000000,80000000	00000001,00000000,00000000,80000000
000240	ok	00000004,00000000,00000000,80000000	00000002,00000000,00000000,80000000	00000002,00000000,00000000,00000000
000241	ok	00000004,00000000,00000000,00000000	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000
000242	ok	00000014,00000000,00000000,80000000	00000002,00000000,00000000,80000000	0000000a,00000000,00000000,00000000
000243	ok	00000002,00000000,00000000,80010000	00000002,00000000,00000000,80000000	00000001,00000000,00000000,00010000
000244	ok	00000016,00000000,00000000,80020000	00000002,00000000,00000000,80000000	0000000b,00000000,00000000,00020000
