# generated by testdata/gen -- do not edit; run `make testdata`
# id	outcome	result	a
000188	ok	00000000,00000000,00000000,00000000	00000019,00000000,00000000,000e0000
000189	ok	00000000,00000000,00000000,00000000	00000005,00000000,00000000,000f0000
000190	ok	00000000,00000000,00000000,80000000	00000005,00000000,00000000,800f0000
000191	ok	00000000,00000000,00000000,00000000	0000000f,00000000,00000000,000f0000
000192	ok	00000000,00000000,00000000,00000000	00000019,00000000,00000000,000f0000
000193	ok	00000000,00000000,00000000,00000000	00000005,00000000,00000000,00100000
000194	ok	00000000,00000000,00000000,80000000	00000005,00000000,00000000,80100000
000195	ok	00000000,00000000,00000000,00000000	0000000f,00000000,00000000,00100000
000196	ok	00000000,00000000,00000000,00000000	00000019,00000000,00000000,00100000
000197	ok	00000000,00000000,00000000,00000000	00000005,00000000,00000000,00110000
000198	ok	00000000,00000000,00000000,80000000	00000005,00000000,00000000,80110000
000199	ok	00000000,00000000,00000000,00000000	0000000f,00000000,00000000,00110000
000200	ok	00000000,00000000,00000000,00000000	00000019,00000000,00000000,00110000
000201	ok	00000000,00000000,00000000,00000000	00000005,00000000,00000000,00120000
000202	ok	00000000,00000000,00000000,80000000	00000005,00000000,00000000,80120000
000203	ok	00000000,00000000,00000000,00000000	0000000f,00000000,00000000,00120000
000204	ok	00000000,00000000,00000000,00000000	00000019,00000000,00000000,00120000
000205	ok	00000000,00000000,00000000,00000000	00000005,00000000,00000000,00130000
000206	ok	00000000,00000000,00000000,80000000	00000005,00000000,00000000,80130000
000207	ok	00000000,00000000,00000000,00000000	0000000f,00000000,00000000,00130000
000208	ok	00000000,00000000,00000000,00000000	00000019,00000000,00000000,00130000
000209	ok	00000000,00000000,00000000,00000000	00000005,00000000,00000000,00140000
000210	ok	00000000,00000000,00000000,80000000	00000005,00000000,00000000,80140000
000211	ok	00000000,00000000,00000000,00000000	0000000f,00000000,00000000,00140000
000212	ok	00000000,00000000,00000000,00000000	00000019,00000000,00000000,00140000
000213	ok	00000000,00000000,00000000,00000000	00000005,00000000,00000000,00150000
000214	ok	00000000,00000000,00000000,80000000	00000005,00000000,00000000,80150000
000215	ok	00000000,00000000,00000000,00000000	0000000f,00000000,00000000,00150000
000216	ok	00000000,00000000,00000000,00000000	00000019,00000000,00000000,00150000
000217	ok	00000000,00000000,00000000,00000000	00000005,00000000,00000000,00160000
000218	ok	00000000,00000000,00000000,80000000	00000005,00000000,00000000,80160000
000219	ok	00000000,00000000,00000000,00000000	0000000f,00000000,00000000,00160000
000220	ok	00000000,00000000,00000000,00000000	00000019,00000000,00000000,00160000
000221	ok	00000000,00000000,00000000,00000000	00000005,00000000,00000000,00170000
000222	ok	00000000,00000000,00000000,80000000	00000005,00000000,00000000,80170000
000223	ok	00000000,00000000,00000000,00000000	0000000f,00000000,00000000,00170000
000224	ok	00000000,00000000,00000000,00000000	00000019,00000000,00000000,00170000
000225	ok	00000000,00000000,00000000,00000000	00000005,00000000,00000000,00180000
000226	ok	00000000,00000000,00000000,80000000	00000005,00000000,00000000,80180000
000227	ok	00000000,00000000,00000000,00000000	0000000f,00000000,00000000,00180000
000228	ok	00000000,00000000,00000000,00000000	00000019,00000000,00000000,00180000
000229	ok	00000000,00000000,00000000,00000000	00000005,00000000,00000000,00190000
000230	ok	00000000,00000000,00000000,80000000	00000005,00000000,00000000,80190000
000231	ok	00000000,00000000,00000000,00000000	0000000f,00000000,00000000,00190000
000232	ok	00000000,00000000,00000000,00000000	00000019,00000000,00000000,00190000
000233	ok	00000000,00000000,00000000,00000000	00000005,00000000,00000000,001a0000
000234	ok	00000000,00000000,00000000,80000000	00000005,00000000,00000000,801a0000
000235	ok	00000000,00000000,00000000,00000000	0000000f,00000000,00000000,001a0000
000236	ok	00000000,00000000,00000000,00000000	00000019,00000000,00000000,001a0000
000237	ok	00000000,00000000,00000000,00000000	00000005,00000000,00000000,001b0000
000238	ok	00000000,00000000,00000000,80000000	00000005,00000000,00000000,801b0000
000239	ok	00000000,00000000,00000000,00000000	0000000f,00000000,00000000,001b0000
000240	ok	00000000,00000000,00000000,00000000	00000019,00000000,00000000,001b0000
000241	ok	00000000,00000000,00000000,00000000	00000005,00000000,00000000,001c0000
000242	ok	00000000,00000000,00000000,80000000	00000005,00000000,00000000,801c0000
000243	ok	00000000,00000000,00000000,00000000	0000000f,00000000,00000000,001c0000
000244	ok	00000000,00000000,00000000,00000000	00000019,00000000,00000000,001c0000
000245	ok	3cbcc9ca,e78f013a,00000000,00000000	08fb7621,00000000,35e9f806,00090000
000246	ok	00000000,00000000,00000000,00000000	66212ef9,dd6042fe,00000000,00180000
000247	ok	00000000,00000000,00000000,00000000	45b89e81,611700b9,00000000,001c0000
000248	ok	00000000,00000000,00000000,00000000	015aeb48,00000000,00000000,000b0000
000249	ok	0000406e,00000000,00000000,80000000	6183e6f9,e4e894fd,00000000,800f0000
000250	ok	36e14d83,7ec7ac1d,00000026,80000000	c70094fc,c84d995e,e57310e1,80080000
000251	ok	001178b9,00000000,00000000,00000000	443f9405,00000000,00000000,00030000
000252	ok	7d75f709,00000092,00000000,80000000	872a1c8a,57509ccc,00000000,80070000
000253	ok	c642d5a7,003b20a4,00000000,00000000	75129816,e6f783a6,00000000,00030000
000254	ok	00034901,00000000,00000000,80000000	8053b8f6,00000000,00000000,80040000
000255	ok	eb8b33cf,07538767,00000000,00000000	fcd3411d,805d8dd7,aa940f8f,000b0000
000256	ok	00000010,00000000,00000000,00000000	8940d717,e2d32408,00000000,00120000
000257	ok	000f1dac,00000000,00000000,80000000	3b0be85c,00000000,00000000,80030000
000258	ok	5d51008a,0002ac48,00000000,80000000	2c2515bf,6869cabd,00000000,80040000
000259	ok	00000000,00000000,00000000,00000000	ce888686,27fedf67,00000000,00190000
000260	ok	8c3e459c,00000001,00000000,80000000	a3f2d6eb,00000000,d6cdcc22,80130000
000261	ok	355f4516,00007b21,00000000,00000000	7ecb3662,bbe18c10,00000000,00050000
000262	ok	00000000,00000000,00000000,00000000	e04b6105,294c55d8,00000000,00160000
000263	ok	00000a84,00000000,00000000,00000000	100cace6,00000000,00000000,00050000
000264	ok	00000000,00000000,00000000,00000000	dfd12d6e,60d743d5,00000000,00180000
000265	ok	a40cbfa6,00e558df,00000000,80000000	50b0692c,7d1af3d0,d0970c26,800c0000
000266	ok	00000000,00000000,00000000,80000000	a0c8ae79,00000000,00000000,800b0000
000267	ok	00000019,00000000,00000000,00000000	02b178c8,23b212fb,00000000,00110000
000268	ok	09227154,00000000,00000000,00000000	2b5b801f,d4ae1ca6,00000000,000b0000
000269	ok	00000000,00000000,00000000,80000000	a225d728,00000000,00000000,801b0000
000270	ok	2747feed,0000ee51,00000000,00000000	2e0a343b,79abe252,54aace2e,000e0000
000271	ok	00000000,00000000,00000000,80000000	56a11c67,fa0f1d4d,00000000,80140000
000272	ok	00000000,00000000,00000000,00000000	f28e3ece,00000000,00000000,00150000
000273	ok	00000000,00000000,00000000,00000000	f61303a4,8bd652dd,00000000,00150000
000274	ok	c18c7b2a,0020b0b9,00000000,80000000	0cc11fa6,7fb2559c,00000000,80030000
000275	ok	2915a3a9,82ca12de,000000f9,80000000	65a2e8c3,00000000,94b8575f,80070000
000276	ok	0000648b,00000000,00000000,00000000	7d2d0c61,23b89712,00000000,000e0000
000277	ok	c1cb760a,00000000,00000000,80000000	fe3816e1,2d1f1183,00000000,80090000
000278	ok	00000000,00000000,00000000,80000000	375ca591,00000000,00000000,800d0000
000279	ok	44b69d1c,00000086,00000000,80000000	a3fd9f10,5007bbd2,00000000,80070000
000280	ok	00000dca,00000000,00000000,00000000	105300c5,abeb582f,721211f0,00190000
000281	ok	00000000,00000000,00000000,00000000	b0a89e68,00000000,00000000,000d0000
000282	ok	00000001,00000000,00000000,80000000	6d3e0722,8c0f4f6e,00000000,80130000
000283	ok	000001d9,00000000,00000000,00000000	ba021c11,00a83e1c,00000000,000e0000
000284	ok	00000001,00000000,00000000,00000000	54855cd7,00000000,00000000,00090000
000285	ok	0af25229,1cee4485,12e93c95,00000000	6d77359f,214ead32,bd1c5dd3,00010000
000286	ok	dd510471,04c1e61d,00000000,80000000	a52a2c73,2f92fd2a,00000000,80010000
000287	ok	000091e2,00000000,00000000,00000000	de9aebab,00000000,00000000,00050000
000288	ok	4be54e5d,01bccc50,00000000,80000000	a5929c87,adbfcf5d,00000000,80020000
000289	ok	4da33fad,00000000,00000000,00000000	20468343,b4c3ab69,00000000,000a0000
000290	ok	84c3485c,00000085,00000000,80000000	a296a471,00000000,b94b565d,80110000
000291	ok	00012672,00000000,00000000,00000000	b908582b,689bafa5,00000000,000e0000
000292	ok	00000000,00000000,00000000,00000000	002cad72,dd0e5f25,00000000,00160000
000293	ok	0000505c,00000000,00000000,80000000	7a9f9568,00000000,00000000,80050000
000294	ok	00000000,00000000,00000000,00000000	6de223d8,b2ce290e,00000000,001c0000
000295	ok	52a81c74,00858f04,00000000,00000000	e5a14987,99f3dae4,0c25a7a5,000b0000
000296	ok	0000007b,00000000,00000000,80000000	49dd322e,00000000,00000000,80070000
000297	ok	097b19f7,00000000,00000000,00000000	7b9a110d,dcbe5be5,00000000,000b0000
000298	ok	00000000,00000000,00000000,00000000	00d3327c,5a917cf4,00000000,00130000
000299	ok	001f2697,00000000,00000000,00000000	79aec19d,00000000,00000000,00030000
000300	ok	0021ac7e,00000000,00000000,80000000	c41f9938,04b47ded,474e9a46,80160000
000301	ok	ee7495ac,0001355b,00000000,00000000	aa1697a6,2f345712,00000000,00040000
000302	ok	00000000,00000000,00000000,00000000	6b8ed5eb,00000000,00000000,00190000
000303	ok	00851118,256664fe,00000000,00000000	00851118,256664fe,00000000,00000000
000304	ok	00508386,00000000,00000000,00000000	945bdccb,493a126d,00000000,000c0000
000305	ok	3012a23b,0000011b,00000000,00000000	e7db7869,00000000,274cd9e5,00100000
000306	ok	00e06393,00000000,00000000,80000000	d13737b3,14687679,00000000,800b0000
000307	ok	047422c2,00000000,00000000,00000000	b7719253,67b1dad3,00000000,000b0000
000308	ok	00000000,00000000,00000000,80000000	7f4ba539,00000000,00000000,80110000
000309	ok	4a08240e,00250771,00000000,80000000	2fccd6ef,90a51289,00000000,80030000
000310	ok	060ee2d9,5bf1062e,000019e0,80000000	76e49d9a,a60df9fe,277bf84a,80050000
000311	ok	00000000,00000000,00000000,00000000	2365b4da,00000000,00000000,00120000
000312	ok	0000004b,00000000,00000000,80000000	7fd073ce,0a800e2d,00000000,80100000
000313	ok	98ea032e,11bd6bc7,00000000,00000000	f9241fd4,b16635cb,00000000,00010000
000314	ok	00000000,00000000,00000000,00000000	cfc769ea,00000000,00000000,00150000
000315	ok	0eb1f697,0000012d,00000000,00000000	2c06e8ab,2e66f7c8,29c7b521,00100000
000316	ok	00000000,00000000,00000000,00000000	81840d60,e1871171,00000000,00190000
000317	ok	00000000,00000000,00000000,80000000	ed45111e,00000000,00000000,80180000
000318	ok	00001698,00000000,00000000,00000000	d8eb8279,50462ec7,00000000,000f0000
000319	ok	75d6fa52,0cc7e7de,00000000,80000000	9a65c738,7fcf0eb0,00000000,80010000
000320	ok	44a825a4,00a01386,0000001e,00000000	04ae1e2b,00000000,b2d41821,00080000
000321	ok	00000000,00000000,00000000,00000000	47bbaddf,f74ab839,00000000,00170000
000322	ok	1f22d4db,00a6535b,00000000,00000000	299b25d9,40f88f98,00000000,00020000
000323	ok	0000003a,00000000,00000000,80000000	22c89097,00000000,00000000,80070000
000324	ok	00000007,00000000,00000000,00000000	67d75619,6d181bd4,00000000,00120000
000325	ok	00000000,00000000,00000000,00000000	882045f2,6090e0b2,0145403b,001b0000
000326	ok	00000000,00000000,00000000,00000000	afb6994a,00000000,00000000,00180000
000327	ok	004ae033,00000000,00000000,80000000	731f53a8,4419608d,00000000,800c0000
000328	ok	c363bd89,11b4b66d,00000000,80000000	a1e56762,b10f2049,00000000,80010000
000329	ok	00000000,00000000,00000000,00000000	1e988d8a,00000000,00000000,000a0000
000330	ok	00000006,00000000,00000000,80000000	cf47316e,6bc1c0c3,c60c8fff,801c0000
000331	ok	00000012,00000000,00000000,00000000	3edfa3b5,fd5c456b,00000000,00120000
000332	ok	00000000,00000000,00000000,00000000	191d2ae2,00000000,00000000,00110000
000333	ok	36aa4ad3,00502a5f,00000000,00000000	5a853ac2,1f508d31,00000000,00020000
000334	ok	4ea986cd,00145d5a,00000000,00000000	46369197,4f8ca8c3,00000000,00030000
000335	ok	06d87b91,00000000,00000000,80000000	97bf5b37,00000000,03b605d4,80130000
000336	ok	00000000,00000000,00000000,80000000	d4c85835,4ceef24f,00000000,801a0000
000337	ok	3ca4f457,00000001,00000000,00000000	48c45563,49b97965,00000000,00090000
000338	ok	00000000,00000000,00000000,00000000	9ce983b3,00000000,00000000,001b0000
000339	ok	a2d7f60d,fe0c5cc5,00000000,80000000	a2d7f60d,fe0c5cc5,00000000,80000000
