# generated by testdata/gen -- do not edit; run `make testdata`
# id	outcome	result	a
000174	ok	-5E-11	00000005,00000000,00000000,800b0000
000175	ok	1.5E-10	0000000f,00000000,00000000,000b0000
000176	ok	2.5E-10	00000019,00000000,00000000,000b0000
000177	ok	5E-12	00000005,00000000,00000000,000c0000
000178	ok	-5E-12	00000005,00000000,00000000,800c0000
000179	ok	1.5E-11	0000000f,00000000,00000000,000c0000
000180	ok	2.5E-11	00000019,00000000,00000000,000c0000
000181	ok	5E-13	00000005,00000000,00000000,000d0000
000182	ok	-5E-13	00000005,00000000,00000000,800d0000
000183	ok	1.5E-12	0000000f,00000000,00000000,000d0000
000184	ok	2.5E-12	00000019,00000000,00000000,000d0000
000185	ok	5E-14	00000005,00000000,00000000,000e0000
000186	ok	-5E-14	00000005,00000000,00000000,800e0000
000187	ok	1.5E-13	0000000f,00000000,00000000,000e0000
000188	ok	2.5E-13	00000019,00000000,00000000,000e0000
000189	ok	5E-15	00000005,00000000,00000000,000f0000
000190	ok	-5E-15	00000005,00000000,00000000,800f0000
000191	ok	1.5E-14	0000000f,00000000,00000000,000f0000
000192	ok	2.5E-14	00000019,00000000,00000000,000f0000
000193	ok	5E-16	00000005,00000000,00000000,00100000
000194	ok	-5E-16	00000005,00000000,00000000,80100000
000195	ok	1.5E-15	0000000f,00000000,00000000,00100000
000196	ok	2.5E-15	00000019,00000000,00000000,00100000
000197	ok	5E-17	00000005,00000000,00000000,00110000
000198	ok	-5E-17	00000005,00000000,00000000,80110000
000199	ok	1.5E-16	0000000f,00000000,00000000,00110000
000200	ok	2.5E-16	00000019,00000000,00000000,00110000
000201	ok	5E-18	00000005,00000000,00000000,00120000
000202	ok	-5E-18	00000005,00000000,00000000,80120000
000203	ok	1.5E-17	0000000f,00000000,00000000,00120000
000204	ok	2.5E-17	00000019,00000000,00000000,00120000
000205	ok	5E-19	00000005,00000000,00000000,00130000
000206	ok	-5E-19	00000005,00000000,00000000,80130000
000207	ok	1.5E-18	0000000f,00000000,00000000,00130000
000208	ok	2.5E-18	00000019,00000000,00000000,00130000
000209	ok	5E-20	00000005,00000000,00000000,00140000
000210	ok	-5E-20	00000005,00000000,00000000,80140000
000211	ok	1.5E-19	0000000f,00000000,00000000,00140000
000212	ok	2.5E-19	00000019,00000000,00000000,00140000
000213	ok	5E-21	00000005,00000000,00000000,00150000
000214	ok	-5E-21	00000005,00000000,00000000,80150000
000215	ok	1.5E-20	0000000f,00000000,00000000,00150000
000216	ok	2.5E-20	00000019,00000000,00000000,00150000
000217	ok	5E-22	00000005,00000000,00000000,00160000
000218	ok	-5E-22	00000005,00000000,00000000,80160000
000219	ok	1.5E-21	0000000f,00000000,00000000,00160000
000220	ok	2.5E-21	00000019,00000000,00000000,00160000
000221	ok	5E-23	00000005,00000000,00000000,00170000
000222	ok	-5E-23	00000005,00000000,00000000,80170000
000223	ok	1.5E-22	0000000f,00000000,00000000,00170000
000224	ok	2.5E-22	00000019,00000000,00000000,00170000
000225	ok	5E-24	00000005,00000000,00000000,00180000
000226	ok	-5E-24	00000005,00000000,00000000,80180000
000227	ok	1.5E-23	0000000f,00000000,00000000,00180000
000228	ok	2.5E-23	00000019,00000000,00000000,00180000
000229	ok	5E-25	00000005,00000000,00000000,00190000
000230	ok	-5E-25	00000005,00000000,00000000,80190000
000231	ok	1.5E-24	0000000f,00000000,00000000,00190000
000232	ok	2.5E-24	00000019,00000000,00000000,00190000
000233	ok	5E-26	00000005,00000000,00000000,001a0000
000234	ok	-5E-26	00000005,00000000,00000000,801a0000
000235	ok	1.5E-25	0000000f,00000000,00000000,001a0000
000236	ok	2.5E-25	00000019,00000000,00000000,001a0000
000237	ok	5E-27	00000005,00000000,00000000,001b0000
000238	ok	-5E-27	00000005,00000000,00000000,801b0000
000239	ok	1.5E-26	0000000f,00000000,00000000,001b0000
000240	ok	2.5E-26	00000019,00000000,00000000,001b0000
000241	ok	5E-28	00000005,00000000,00000000,001c0000
000242	ok	-5E-28	00000005,00000000,00000000,801c0000
000243	ok	1.5E-27	0000000f,00000000,00000000,001c0000
000244	ok	2.5E-27	00000019,00000000,00000000,001c0000
000245	ok	1.6685556E+19	08fb7621,00000000,35e9f806,00090000
000246	ok	1.5951824E-05	66212ef9,dd6042fe,00000000,00180000
000247	ok	6.9960615E-10	45b89e81,611700b9,00000000,001c0000
000248	ok	0.00022735688	015aeb48,00000000,00000000,000b0000
000249	ok	-16494.598	6183e6f9,e4e894fd,00000000,800f0000
000250	ok	-7.1011176E+20	c70094fc,c84d995e,e57310e1,80080000
000251	ok	1145017.4	443f9405,00000000,00000000,00030000
000252	ok	-6.291701E+11	872a1c8a,57509ccc,00000000,80070000
000253	ok	1.6642916E+16	75129816,e6f783a6,00000000,00030000
000254	ok	-215297.05	8053b8f6,00000000,00000000,80040000
000255	ok	5.2791446E+17	fcd3411d,805d8dd7,aa940f8f,000b0000
000256	ok	16.344446	8940d717,e2d32408,00000000,00120000
000257	ok	-990636.1	3b0be85c,00000000,00000000,80030000
000258	ok	-7.5237673E+14	2c2515bf,6869cabd,00000000,80040000
000259	ok	2.8819863E-07	ce888686,27fedf67,00000000,00190000
000260	ok	-6.6478587E+09	a3f2d6eb,00000000,d6cdcc22,80130000
000261	ok	1.3538256E+14	7ecb3662,bbe18c10,00000000,00050000
000262	ok	0.00029758477	e04b6105,294c55d8,00000000,00160000
000263	ok	2692.6616	100cace6,00000000,00000000,00050000
000264	ok	6.978121E-06	dfd12d6e,60d743d5,00000000,00180000
000265	ok	-6.455549E+16	50b0692c,7d1af3d0,d0970c26,800c0000
000266	ok	-0.026975064	a0c8ae79,00000000,00000000,800b0000
000267	ok	25.721392	02b178c8,23b212fb,00000000,00110000
000268	ok	153252180	2b5b801f,d4ae1ca6,00000000,000b0000
000269	ok	-2.720389E-18	a225d728,00000000,00000000,801b0000
000270	ok	2.6203231E+14	2e0a343b,79abe252,54aace2e,000e0000
000271	ok	-0.18018652	56a11c67,fa0f1d4d,00000000,80140000
000272	ok	4.0694084E-12	f28e3ece,00000000,00000000,00150000
000273	ok	0.010076332	f61303a4,8bd652dd,00000000,00150000
000274	ok	-9.201511E+15	0cc11fa6,7fb2559c,00000000,80030000
000275	ok	-4.6026636E+21	65a2e8c3,00000000,94b8575f,80070000
000276	ok	25739.732	7d2d0c61,23b89712,00000000,000e0000
000277	ok	-3.2513367E+09	fe3816e1,2d1f1183,00000000,80090000
000278	ok	-9.2881855E-05	375ca591,00000000,00000000,800d0000
000279	ok	-5.7667846E+11	a3fd9f10,5007bbd2,00000000,80070000
000280	ok	3530.3137	105300c5,abeb582f,721211f0,00190000
000281	ok	0.00029638407	b0a89e68,00000000,00000000,000d0000
000282	ok	-1.0092373	6d3e0722,8c0f4f6e,00000000,80130000
000283	ok	473.56088	ba021c11,00a83e1c,00000000,000e0000
000284	ok	1.4180262	54855cd7,00000000,00000000,00090000
000285	ok	5.852696E+27	6d77359f,214ead32,bd1c5dd3,00010000
000286	ok	-3.4280807E+17	a52a2c73,2f92fd2a,00000000,80010000
000287	ok	37346.95	de9aebab,00000000,00000000,00050000
000288	ok	-1.2519953E+17	a5929c87,adbfcf5d,00000000,80020000
000289	ok	1.3025443E+09	20468343,b4c3ab69,00000000,000a0000
000290	ok	-5.73458E+11	a296a471,00000000,b94b565d,80110000
000291	ok	75378.12	b908582b,689bafa5,00000000,000e0000
000292	ok	0.0015928773	002cad72,dd0e5f25,00000000,00160000
000293	ok	-20572.79	7a9f9568,00000000,00000000,80050000
000294	ok	1.288428E-09	6de223d8,b2ce290e,00000000,001c0000
000295	ok	3.759342E+16	e5a14987,99f3dae4,0c25a7a5,000b0000
000296	ok	-123.92331	49dd322e,00000000,00000000,80070000
000297	ok	159062510	7b9a110d,dcbe5be5,00000000,000b0000
000298	ok	0.65261346	00d3327c,5a917cf4,00000000,00130000
000299	ok	2041496	79aec19d,00000000,00000000,00030000
000300	ok	-2206846	c41f9938,04b47ded,474e9a46,80160000
000301	ok	3.4014393E+14	aa1697a6,2f345712,00000000,00040000
000302	ok	1.804523E-16	6b8ed5eb,00000000,00000000,00190000
000303	ok	2.6949525E+18	00851118,256664fe,00000000,00000000
000304	ok	5276550	945bdccb,493a126d,00000000,000c0000
000305	ok	1.2162822E+12	e7db7869,00000000,274cd9e5,00100000
000306	ok	-14705555	d13737b3,14687679,00000000,800b0000
000307	ok	74719940	b7719253,67b1dad3,00000000,000b0000
000308	ok	-2.135664E-08	7f4ba539,00000000,00000000,80110000
000309	ok	-1.0422757E+16	2fccd6ef,90a51289,00000000,80030000
000310	ok	-1.2219786E+23	76e49d9a,a60df9fe,277bf84a,80050000
000311	ok	5.93868E-10	2365b4da,00000000,00000000,00120000
000312	ok	-75.66203	7fd073ce,0a800e2d,00000000,80100000
000313	ok	1.2782963E+18	f9241fd4,b16635cb,00000000,00010000
000314	ok	3.4859524E-12	cfc769ea,00000000,00000000,00150000
000315	ok	1.2930317E+12	2c06e8ab,2e66f7c8,29c7b521,00100000
000316	ok	1.6250978E-06	81840d60,e1871171,00000000,00190000
000317	ok	-3.9807266E-15	ed45111e,00000000,00000000,80180000
000318	ok	5784.3623	d8eb8279,50462ec7,00000000,000f0000
000319	ok	-9.209596E+17	9a65c738,7fcf0eb0,00000000,80010000
000320	ok	5.534474E+20	04ae1e2b,00000000,b2d41821,00080000
000321	ok	0.00017819257	47bbaddf,f74ab839,00000000,00170000
000322	ok	4.6816496E+16	299b25d9,40f88f98,00000000,00020000
000323	ok	-58.356956	22c89097,00000000,00000000,80070000
000324	ok	7.861064	67d75619,6d181bd4,00000000,00120000
000325	ok	0.3932042	882045f2,6090e0b2,0145403b,001b0000
000326	ok	2.9479796E-15	afb6994a,00000000,00000000,00180000
000327	ok	-4907059.5	731f53a8,4419608d,00000000,800c0000
000328	ok	-1.2758451E+18	a1e56762,b10f2049,00000000,80010000
000329	ok	0.05133142	1e988d8a,00000000,00000000,000a0000
000330	ok	-6.129322	cf47316e,6bc1c0c3,c60c8fff,801c0000
000331	ok	18.256544	3edfa3b5,fd5c456b,00000000,00120000
000332	ok	4.2134194E-09	191d2ae2,00000000,00000000,00110000
000333	ok	2.2564586E+16	5a853ac2,1f508d31,00000000,00020000
000334	ok	5.732142E+15	46369197,4f8ca8c3,00000000,00030000
000335	ok	-114850700	97bf5b37,00000000,03b605d4,80130000
000336	ok	-5.5436345E-08	d4c85835,4ceef24f,00000000,801a0000
000337	ok	5.3124106E+09	48c45563,49b97965,00000000,00090000
000338	ok	2.6325492E-18	9ce983b3,00000000,00000000,001b0000
000339	ok	-1.8306109E+19	a2d7f60d,fe0c5cc5,00000000,80000000
000340	ok	31.25849	3cd1f2fb,59b17ca0,65006abd,001b0000
000341	ok	-2.3225017E-14	8a6e905f,00000000,00000000,80170000
000342	ok	-12756661	b68e8c9a,b108c407,00000000,800c0000
000343	ok	1.217733E+10	e890f863,a8fe9189,00000000,00090000
000344	ok	-41.24566	18959691,00000000,00000000,80070000
000345	ok	-5.9397026E+18	93900e6a,5789473d,bfec10fc,800a0000
000346	ok	0.0078067174	702fb1a0,6c57082d,00000000,00150000
000347	ok	0.18665768	6f41b386,00000000,00000000,000a0000
000348	ok	372.7612	b5e8b74f,33bb234a,00000000,00100000
000349	ok	8360205.5	391669f4,74056a71,00000000,000c0000
000350	ok	-3.1012552E+09	966a33c6,00000000,010087a2,80110000
000351	ok	-1560422.5	e11edfc6,15a7bc0b,00000000,800c0000
000352	ok	-0.70352054	df8ba520,61a21214,00000000,80130000
000353	ok	1914813.1	7221bae7,00000000,00000000,00030000
000354	ok	359025.1	cfde81e0,31d32238,00000000,000d0000
000355	ok	6.356019E+26	b46be033,93d49b91,cd5fc1b0,00020000
000356	ok	-3.6921338E-06	dc117d1c,00000000,00000000,800f0000
000357	ok	-0.008625261	15ccc54a,77b3152f,00000000,80150000
000358	ok	5.933623E-10	d3f05d6b,525876dd,00000000,001c0000
000359	ok	-2528327.2	96b3365c,00000000,00000000,80030000
000360	ok	1.6911047E+24	c559da2c,9f7bb389,36a47d5f,00040000
000361	ok	-3636091.2	7d154014,3275fdaf,00000000,800c0000
000362	ok	-2.9768105E+09	b16e85cb,00000000,00000000,80000000
000363	ok	-1.7039457E+09	9ead7a20,ec784fda,00000000,800a0000
000364	ok	1.25948E-07	73dc518e,aec9b893,00000000,001a0000
000365	ok	2.0365665E+12	6861ced2,00000000,41ce1518,00100000
000366	ok	-5126993	943e1d64,4726bd0c,00000000,800c0000
000367	ok	-2.0308173	63c16414,1c2ee99b,00000000,80120000
000368	ok	-2.281377	87fb0d53,00000000,00000000,80090000
000369	ok	-5391.7485	a1310f5d,4ad356be,00000000,800f0000
000370	ok	1.5370424	38d387c3,2a1c1a81,31aa1dd2,001c0000
000371	ok	40854.81	f3837e00,00000000,00000000,00050000
000372	ok	-3.256036E+16	e38eab4f,2d2fc36c,00000000,80020000
000373	ok	-0.0013330847	94768a22,b900aeae,00000000,80160000
000374	ok	-21762.873	0cf8c03f,00000000,00000000,80040000
000375	ok	-33851988	ec5028d2,61c0fa16,6d61b52f,80150000
000376	ok	-1.6123276E-09	705e48d9,dfc16262,00000000,801c0000
000377	ok	-2.931259E-11	aeb77681,00000000,00000000,80140000
000378	ok	13274.775	57189a62,b8397a44,00000000,000f0000
000379	ok	-1.4531216E+12	802e29fc,c9a93fc6,00000000,80070000
000380	ok	6.5744017E+18	fc555251,00000000,d46e2cf7,000a0000
000381	ok	-3.4769833E+16	d777b21a,3040b9de,00000000,80020000
000382	ok	-16041726	a9862658,de9fa8e6,00000000,800c0000
000383	ok	314056800	bb314368,00000000,00000000,00010000
000384	ok	-314492000	d6824d87,2ba4fff0,00000000,800a0000
000385	ok	-1.09107315E+21	a443e376,381510d8,23412553,80070000
000386	ok	0.20397422	7993ff0d,00000000,00000000,000a0000
000387	ok	-154108140	e2332474,d5de3642,00000000,800b0000
000388	ok	-1.0965127	417cf478,982bf50c,00000000,80130000
000389	ok	-2.7191202E-06	a2127ae5,00000000,00000000,800f0000
000390	ok	-3393402.2	f869e17d,a2dc27a6,6da59101,80160000
000391	ok	50503.438	75f072c2,46166cef,00000000,000e0000
000392	ok	0.00030062906	b3305b47,00000000,00000000,000d0000
000393	ok	-6.092382E+11	7e957b16,087472e7,00000000,80060000
000394	ok	-1.0324347E+17	c5c3eb6c,8f4772e5,00000000,80020000
000395	ok	296660.84	a21b3aff,00000000,5fdb3568,00170000
000396	ok	-1315303	e8284d49,b688f2db,00000000,800d0000
000397	ok	1.6692444E+12	ccdd5bfc,e7a77979,00000000,00070000
000398	ok	-1822330.2	6c9e8d83,00000000,00000000,80030000
000399	ok	1321356.4	059f3a19,b76001de,00000000,000d0000
000400	ok	5694.0166	89adbee7,5f4328bc,b7fbcd4b,00190000
000401	ok	2.928937E-07	ae94087f,00000000,00000000,00100000
000402	ok	49165424	d51e409b,443b114b,00000000,000b0000
000403	ok	1.4637395E+11	4d47f7ad,cb227a08,00000000,00080000
000404	ok	9.00685E-12	35af5cc6,00000000,00000000,00140000
