# generated by testdata/gen -- do not edit; run `make testdata`
# id	outcome	result	a	b
000065	ok	-1,0,1,1,1,0,0,0	00000000,00000000,00000000,80000000	ffffffff,ffffffff,ffffffff,00000000
000066	ok	1,0,1,0,0,1,1,0	00000000,00000000,00000000,80000000	ffffffff,ffffffff,ffffffff,80000000
000067	ok	-1,0,1,1,1,0,0,0	00000000,00000000,00000000,80000000	00000001,00000000,00000000,001c0000
000068	ok	1,0,1,0,0,1,1,0	00000000,00000000,00000000,80000000	00000001,00000000,00000000,801c0000
000069	ok	-1,0,1,1,1,0,0,0	00000000,00000000,00000000,80000000	038e38e3,593f628d,b3827a7d,001c0000
000070	ok	-1,0,1,1,1,0,0,0	00000000,00000000,00000000,80000000	fffffffe,ffffffff,ffffffff,00000000
000071	ok	-1,0,1,1,1,0,0,0	00000000,00000000,00000000,80000000	6fba1e6c,fe0145d0,5983a27b,00030000
000072	ok	1,0,1,0,0,1,1,0	00000000,00000000,00000000,80000000	e9da2a3a,cf62ba73,6785aac3,80160000
000073	ok	1,0,1,0,0,1,1,0	00000000,00000000,00000000,80000000	e91a115e,1d553718,0190e897,80040000
000074	ok	1,0,1,0,0,1,1,0	00000000,00000000,00000000,80000000	1b04adac,255426f9,0fa915e7,80050000
000075	ok	-1,0,1,1,1,0,0,0	00000000,00000000,00000000,80000000	ffffffff,00000000,00000000,00000000
000076	ok	-1,0,1,1,1,0,0,0	00000000,00000000,00000000,80000000	00000000,00000001,00000000,00000000
000077	ok	-1,0,1,1,1,0,0,0	00000000,00000000,00000000,80000000	ffffffff,ffffffff,00000000,00000000
000078	ok	-1,0,1,1,1,0,0,0	00000000,00000000,00000000,80000000	00000000,00000000,00000001,00000000
000079	ok	-1,0,1,1,1,0,0,0	00000000,00000000,00000000,80000000	00000001,00000000,00000000,001c0000
000080	ok	-1,0,1,1,1,0,0,0	00000000,00000000,00000000,80000000	00000001,00000000,00000000,001c0000
000081	ok	-1,0,1,1,1,0,0,0	00000000,00000000,00000000,80000000	10000000,3e250261,204fce5e,00000000
000082	ok	-1,0,1,1,1,0,0,0	00000000,00000000,00000000,80000000	0d750612,e682c320,0103ddcf,001a0000
000083	ok	1,0,1,0,0,1,1,0	00000000,00000000,00000000,80000000	0000342c,00000000,00000000,80040000
000084	ok	-1,0,1,1,1,0,0,0	00000000,00000000,00000000,80000000	0000000d,00000000,00000000,00010000
000085	ok	-1,0,1,1,1,0,0,0	00000000,00000000,00000000,80000000	00000024,00000000,00000000,00010000
000086	ok	-1,0,1,1,1,0,0,0	00000000,00000000,00000000,80000000	00bc614e,00000000,00000000,00060000
000087	ok	-1,0,1,1,1,0,0,0	00000000,00000000,00000000,80000000	0000000c,00000000,00000000,00040000
000088	ok	1,0,1,0,0,1,1,0	00000000,00000000,00000000,80000000	000004d2,00000000,00000000,80060000
000089	ok	1,0,1,0,0,1,1,0	00000000,00000000,00000000,80000000	0000000c,00000000,00000000,80060000
000090	ok	-1,0,1,1,1,0,0,0	00000000,00000000,00000000,80000000	499602d2,00000000,00000000,00040000
000091	ok	1,0,1,0,0,1,1,0	00000000,00000000,00000000,80000000	499602d4,00000000,00000000,80040000
000092	ok	-1,0,1,1,1,0,0,0	00000000,00000000,00000000,80000000	075bcd15,00000000,00000000,00050000
000093	ok	-1,0,1,1,1,0,0,0	00000000,00000000,00000000,80000000	c56536c8,000029c7,00000000,00000000
000094	ok	-1,0,1,1,1,0,0,0	00000000,00000000,00000000,80000000	029f31fd,00000000,00000000,00000000
000095	ok	1,0,1,0,0,1,1,0	00000001,00000000,00000000,00000000	00000000,00000000,00000000,00000000
000096	ok	1,0,1,0,0,1,1,0	00000001,00000000,00000000,00000000	00000000,00000000,00000000,80000000
000097	ok	0,1,0,0,1,0,1,1	00000001,00000000,00000000,00000000	00000001,00000000,00000000,00000000
000098	ok	1,0,1,0,0,1,1,0	00000001,00000000,00000000,00000000	00000001,00000000,00000000,80000000
000099	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,00000000	00000002,00000000,00000000,00000000
000100	ok	1,0,1,0,0,1,1,0	00000001,00000000,00000000,00000000	00000002,00000000,00000000,80000000
000101	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,00000000	0000000a,00000000,00000000,00000000
000102	ok	1,0,1,0,0,1,1,0	00000001,00000000,00000000,00000000	00000001,00000000,00000000,00010000
000103	ok	1,0,1,0,0,1,1,0	00000001,00000000,00000000,00000000	0000000b,00000000,00000000,00020000
000104	ok	0,1,0,0,1,0,1,1	00000001,00000000,00000000,00000000	0000000a,00000000,00000000,00010000
000105	ok	0,1,0,0,1,0,1,1	00000001,00000000,00000000,00000000	00000064,00000000,00000000,00020000
000106	ok	0,1,0,0,1,0,1,1	00000001,00000000,00000000,00000000	00002710,00000000,00000000,00040000
000107	ok	1,0,1,0,0,1,1,0	00000001,00000000,00000000,00000000	00000005,00000000,00000000,00010000
000108	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,00000000	00000019,00000000,00000000,00010000
000109	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,00000000	000000e1,00000000,00000000,00020000
000110	ok	1,0,1,0,0,1,1,0	00000001,00000000,00000000,00000000	00000005,00000000,00000000,80010000
000111	ok	1,0,1,0,0,1,1,0	00000001,00000000,00000000,00000000	00000019,00000000,00000000,80010000
000112	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,00000000	ffffffff,ffffffff,ffffffff,00000000
000113	ok	1,0,1,0,0,1,1,0	00000001,00000000,00000000,00000000	ffffffff,ffffffff,ffffffff,80000000
000114	ok	1,0,1,0,0,1,1,0	00000001,00000000,00000000,00000000	00000001,00000000,00000000,001c0000
000115	ok	1,0,1,0,0,1,1,0	00000001,00000000,00000000,00000000	00000001,00000000,00000000,801c0000
000116	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,00000000	038e38e3,593f628d,b3827a7d,001c0000
000117	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,00000000	fffffffe,ffffffff,ffffffff,00000000
000118	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,00000000	6fba1e6c,fe0145d0,5983a27b,00030000
000119	ok	1,0,1,0,0,1,1,0	00000001,00000000,00000000,00000000	e9da2a3a,cf62ba73,6785aac3,80160000
000120	ok	1,0,1,0,0,1,1,0	00000001,00000000,00000000,00000000	e91a115e,1d553718,0190e897,80040000
000121	ok	1,0,1,0,0,1,1,0	00000001,00000000,00000000,00000000	1b04adac,255426f9,0fa915e7,80050000
000122	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,00000000	ffffffff,00000000,00000000,00000000
000123	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,00000000	00000000,00000001,00000000,00000000
000124	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,00000000	ffffffff,ffffffff,00000000,00000000
000125	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,00000000	00000000,00000000,00000001,00000000
000126	ok	1,0,1,0,0,1,1,0	00000001,00000000,00000000,00000000	00000001,00000000,00000000,001c0000
000127	ok	1,0,1,0,0,1,1,0	00000001,00000000,00000000,00000000	00000001,00000000,00000000,001c0000
000128	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,00000000	10000000,3e250261,204fce5e,00000000
000129	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,00000000	0d750612,e682c320,0103ddcf,001a0000
000130	ok	1,0,1,0,0,1,1,0	00000001,00000000,00000000,00000000	0000342c,00000000,00000000,80040000
000131	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,00000000	0000000d,00000000,00000000,00010000
000132	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,00000000	00000024,00000000,00000000,00010000
000133	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,00000000	00bc614e,00000000,00000000,00060000
000134	ok	1,0,1,0,0,1,1,0	00000001,00000000,00000000,00000000	0000000c,00000000,00000000,00040000
000135	ok	1,0,1,0,0,1,1,0	00000001,00000000,00000000,00000000	000004d2,00000000,00000000,80060000
000136	ok	1,0,1,0,0,1,1,0	00000001,00000000,00000000,00000000	0000000c,00000000,00000000,80060000
000137	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,00000000	499602d2,00000000,00000000,00040000
000138	ok	1,0,1,0,0,1,1,0	00000001,00000000,00000000,00000000	499602d4,00000000,00000000,80040000
000139	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,00000000	075bcd15,00000000,00000000,00050000
000140	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,00000000	c56536c8,000029c7,00000000,00000000
000141	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000
000142	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	00000000,00000000,00000000,00000000
000143	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	00000000,00000000,00000000,80000000
000144	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	00000001,00000000,00000000,00000000
000145	ok	0,1,0,0,1,0,1,1	00000001,00000000,00000000,80000000	00000001,00000000,00000000,80000000
000146	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	00000002,00000000,00000000,00000000
000147	ok	1,0,1,0,0,1,1,0	00000001,00000000,00000000,80000000	00000002,00000000,00000000,80000000
000148	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	0000000a,00000000,00000000,00000000
000149	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	00000001,00000000,00000000,00010000
000150	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	0000000b,00000000,00000000,00020000
000151	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	0000000a,00000000,00000000,00010000
000152	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	00000064,00000000,00000000,00020000
000153	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	00002710,00000000,00000000,00040000
000154	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	00000005,00000000,00000000,00010000
000155	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	00000019,00000000,00000000,00010000
000156	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	000000e1,00000000,00000000,00020000
000157	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	00000005,00000000,00000000,80010000
000158	ok	1,0,1,0,0,1,1,0	00000001,00000000,00000000,80000000	00000019,00000000,00000000,80010000
000159	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	ffffffff,ffffffff,ffffffff,00000000
000160	ok	1,0,1,0,0,1,1,0	00000001,00000000,00000000,80000000	ffffffff,ffffffff,ffffffff,80000000
000161	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	00000001,00000000,00000000,001c0000
000162	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	00000001,00000000,00000000,801c0000
000163	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	038e38e3,593f628d,b3827a7d,001c0000
000164	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	fffffffe,ffffffff,ffffffff,00000000
000165	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	6fba1e6c,fe0145d0,5983a27b,00030000
000166	ok	1,0,1,0,0,1,1,0	00000001,00000000,00000000,80000000	e9da2a3a,cf62ba73,6785aac3,80160000
000167	ok	1,0,1,0,0,1,1,0	00000001,00000000,00000000,80000000	e91a115e,1d553718,0190e897,80040000
000168	ok	1,0,1,0,0,1,1,0	00000001,00000000,00000000,80000000	1b04adac,255426f9,0fa915e7,80050000
000169	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	ffffffff,00000000,00000000,00000000
000170	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	00000000,00000001,00000000,00000000
000171	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	ffffffff,ffffffff,00000000,00000000
000172	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	00000000,00000000,00000001,00000000
000173	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	00000001,00000000,00000000,001c0000
000174	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	00000001,00000000,00000000,001c0000
000175	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	10000000,3e250261,204fce5e,00000000
000176	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	0d750612,e682c320,0103ddcf,001a0000
000177	ok	1,0,1,0,0,1,1,0	00000001,00000000,00000000,80000000	0000342c,00000000,00000000,80040000
000178	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	0000000d,00000000,00000000,00010000
000179	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	00000024,00000000,00000000,00010000
000180	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	00bc614e,00000000,00000000,00060000
000181	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	0000000c,00000000,00000000,00040000
000182	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	000004d2,00000000,00000000,80060000
000183	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	0000000c,00000000,00000000,80060000
000184	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	499602d2,00000000,00000000,00040000
000185	ok	1,0,1,0,0,1,1,0	00000001,00000000,00000000,80000000	499602d4,00000000,00000000,80040000
000186	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	075bcd15,00000000,00000000,00050000
000187	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	c56536c8,000029c7,00000000,00000000
000188	ok	-1,0,1,1,1,0,0,0	00000001,00000000,00000000,80000000	029f31fd,00000000,00000000,00000000
000189	ok	1,0,1,0,0,1,1,0	00000002,00000000,00000000,00000000	00000000,00000000,00000000,00000000
000190	ok	1,0,1,0,0,1,1,0	00000002,00000000,00000000,00000000	00000000,00000000,00000000,80000000
000191	ok	1,0,1,0,0,1,1,0	00000002,00000000,00000000,00000000	00000001,00000000,00000000,00000000
000192	ok	1,0,1,0,0,1,1,0	00000002,00000000,00000000,00000000	00000001,00000000,00000000,80000000
000193	ok	0,1,0,0,1,0,1,1	00000002,00000000,00000000,00000000	00000002,00000000,00000000,00000000
000194	ok	1,0,1,0,0,1,1,0	00000002,00000000,00000000,00000000	00000002,00000000,00000000,80000000
000195	ok	-1,0,1,1,1,0,0,0	00000002,00000000,00000000,00000000	0000000a,00000000,00000000,00000000
000196	ok	1,0,1,0,0,1,1,0	00000002,00000000,00000000,00000000	00000001,00000000,00000000,00010000
000197	ok	1,0,1,0,0,1,1,0	00000002,00000000,00000000,00000000	0000000b,00000000,00000000,00020000
000198	ok	1,0,1,0,0,1,1,0	00000002,00000000,00000000,00000000	0000000a,00000000,00000000,00010000
000199	ok	1,0,1,0,0,1,1,0	00000002,00000000,00000000,00000000	00000064,00000000,00000000,00020000
000200	ok	1,0,1,0,0,1,1,0	00000002,00000000,00000000,00000000	00002710,00000000,00000000,00040000
000201	ok	1,0,1,0,0,1,1,0	00000002,00000000,00000000,00000000	00000005,00000000,00000000,00010000
000202	ok	-1,0,1,1,1,0,0,0	00000002,00000000,00000000,00000000	00000019,00000000,00000000,00010000
000203	ok	-1,0,1,1,1,0,0,0	00000002,00000000,00000000,00000000	000000e1,00000000,00000000,00020000
000204	ok	1,0,1,0,0,1,1,0	00000002,00000000,00000000,00000000	00000005,00000000,00000000,80010000
000205	ok	1,0,1,0,0,1,1,0	00000002,00000000,00000000,00000000	00000019,00000000,00000000,80010000
000206	ok	-1,0,1,1,1,0,0,0	00000002,00000000,00000000,00000000	ffffffff,ffffffff,ffffffff,00000000
000207	ok	1,0,1,0,0,1,1,0	00000002,00000000,00000000,00000000	ffffffff,ffffffff,ffffffff,80000000
000208	ok	1,0,1,0,0,1,1,0	00000002,00000000,00000000,00000000	00000001,00000000,00000000,001c0000
000209	ok	1,0,1,0,0,1,1,0	00000002,00000000,00000000,00000000	00000001,00000000,00000000,801c0000
000210	ok	-1,0,1,1,1,0,0,0	00000002,00000000,00000000,00000000	038e38e3,593f628d,b3827a7d,001c0000
000211	ok	-1,0,1,1,1,0,0,0	00000002,00000000,00000000,00000000	fffffffe,ffffffff,ffffffff,00000000
000212	ok	-1,0,1,1,1,0,0,0	00000002,00000000,00000000,00000000	6fba1e6c,fe0145d0,5983a27b,00030000
000213	ok	1,0,1,0,0,1,1,0	00000002,00000000,00000000,00000000	e9da2a3a,cf62ba73,6785aac3,80160000
000214	ok	1,0,1,0,0,1,1,0	00000002,00000000,00000000,00000000	e91a115e,1d553718,0190e897,80040000
000215	ok	1,0,1,0,0,1,1,0	00000002,00000000,00000000,00000000	1b04adac,255426f9,0fa915e7,80050000
000216	ok	-1,0,1,1,1,0,0,0	00000002,00000000,00000000,00000000	ffffffff,00000000,00000000,00000000
000217	ok	-1,0,1,1,1,0,0,0	00000002,00000000,00000000,00000000	00000000,00000001,00000000,00000000
000218	ok	-1,0,1,1,1,0,0,0	00000002,00000000,00000000,00000000	ffffffff,ffffffff,00000000,00000000
000219	ok	-1,0,1,1,1,0,0,0	00000002,00000000,00000000,00000000	00000000,00000000,00000001,00000000
000220	ok	1,0,1,0,0,1,1,0	00000002,00000000,00000000,00000000	00000001,00000000,00000000,001c0000
000221	ok	1,0,1,0,0,1,1,0	00000002,00000000,00000000,00000000	00000001,00000000,00000000,001c0000
000222	ok	-1,0,1,1,1,0,0,0	00000002,00000000,00000000,00000000	10000000,3e250261,204fce5e,00000000
000223	ok	-1,0,1,1,1,0,0,0	00000002,00000000,00000000,00000000	0d750612,e682c320,0103ddcf,001a0000
000224	ok	1,0,1,0,0,1,1,0	00000002,00000000,00000000,00000000	0000342c,00000000,00000000,80040000
000225	ok	1,0,1,0,0,1,1,0	00000002,00000000,00000000,00000000	0000000d,00000000,00000000,00010000
000226	ok	-1,0,1,1,1,0,0,0	00000002,00000000,00000000,00000000	00000024,00000000,00000000,00010000
000227	ok	-1,0,1,1,1,0,0,0	00000002,00000000,00000000,00000000	00bc614e,00000000,00000000,00060000
000228	ok	1,0,1,0,0,1,1,0	00000002,00000000,00000000,00000000	0000000c,00000000,00000000,00040000
000229	ok	1,0,1,0,0,1,1,0	00000002,00000000,00000000,00000000	000004d2,00000000,00000000,80060000
000230	ok	1,0,1,0,0,1,1,0	00000002,00000000,00000000,00000000	0000000c,00000000,00000000,80060000
000231	ok	-1,0,1,1,1,0,0,0	00000002,00000000,00000000,00000000	499602d2,00000000,00000000,00040000
000232	ok	1,0,1,0,0,1,1,0	00000002,00000000,00000000,00000000	499602d4,00000000,00000000,80040000
000233	ok	-1,0,1,1,1,0,0,0	00000002,00000000,00000000,00000000	075bcd15,00000000,00000000,00050000
000234	ok	-1,0,1,1,1,0,0,0	00000002,00000000,00000000,00000000	c56536c8,000029c7,00000000,00000000
000235	ok	-1,0,1,1,1,0,0,0	00000002,00000000,00000000,00000000	029f31fd,00000000,00000000,00000000
000236	ok	-1,0,1,1,1,0,0,0	00000002,00000000,00000000,80000000	00000000,00000000,00000000,00000000
000237	ok	-1,0,1,1,1,0,0,0	00000002,00000000,00000000,80000000	00000000,00000000,00000000,80000000
000238	ok	-1,0,1,1,1,0,0,0	00000002,00000000,00000000,80000000	00000001,00000000,00000000,00000000
000239	ok	-1,0,1,1,1,0,0,0	00000002,00000000,00000000,80000000	00000001,00000000,00000000,80000000
000240	ok	-1,0,1,1,1,0,0,0	00000002,00000000,00000000,80000000	00000002,00000000,00000000,00000000
000241	ok	0,1,0,0,1,0,1,1	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000
000242	ok	-1,0,1,1,1,0,0,0	00000002,00000000,00000000,80000000	0000000a,00000000,00000000,00000000
000243	ok	-1,0,1,1,1,0,0,0	00000002,00000000,00000000,80000000	00000001,00000000,00000000,00010000
000244	ok	-1,0,1,1,1,0,0,0	00000002,00000000,00000000,80000000	0000000b,00000000,00000000,00020000
000245	ok	-1,0,1,1,1,0,0,0	00000002,00000000,00000000,80000000	0000000a,00000000,00000000,00010000
000246	ok	-1,0,1,1,1,0,0,0	00000002,00000000,00000000,80000000	00000064,00000000,00000000,00020000
